timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1708110991492,1580,5 - /api/tester/new-tasks?isMobile=false,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,17071,923,1,1,https://dev-lt.uxcrowd.ru/api/tester/new-tasks?isMobile=false,1579,0,0
1708110993073,41,5 - /api/stats/create,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1343,1,1,https://dev-lt.uxcrowd.ru/api/stats/create,41,0,0
1708110993115,25,5 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,997,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,25,0,0
1708110993141,18,5 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,800,1,1,https://dev-lt.uxcrowd.ru/api/account,18,0,0
1708110993159,27,5 - /api/tester/order-info?id=10579401,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1156,865,1,1,https://dev-lt.uxcrowd.ru/api/tester/order-info?id=12107551,27,0,0
1708110991330,1851,UC_01_TR_05_click_pass_test_rand,200,"Number of samples in transaction : 11, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,24872,9716,1,1,null,1840,5,0
1708110993186,66,6 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,997,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,66,0,0
1708110993253,56,6 - /api/tester/create-task?orderId=10579401,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,522,1177,1,1,https://dev-lt.uxcrowd.ru/api/tester/create-task?orderId=12107551,56,0,0
1708110993309,40,6 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1028,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,40,0,0
1708110993186,162,UC_01_TR_06_press_share_screen,200,"Number of samples in transaction : 3, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1530,3202,1,1,null,162,1,0
1708110993349,24,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1030,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,24,0,0
1708110993373,53,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1000,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,53,0,0
1708110993427,39,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,995,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,39,0,0
1708110993349,116,UC_01_TR_07_press_start,200,"Number of samples in transaction : 3, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1512,3025,1,1,null,116,1,0
1708110993466,32,8 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,996,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,32,0,0
1708110993466,32,UC_01_TR_08_press_stop,200,"Number of samples in transaction : 1, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,504,996,1,1,null,32,0,0
1708110993499,40,9 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1019,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,40,0,0
1708110993539,10,JSR223 Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,0,0,1,1,null,0,0,0
1708110993549,25,JSR223 Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,0,0,1,1,null,0,0,0
1708110993574,432,9 - /api/video-upload-app,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,577,2125244,1,1,https://dev-lt.uxcrowd.ru/api/video-upload-app,432,0,0
1708110994006,46,9 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,997,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,46,0,0
1708110993498,553,UC_01_TR_09_press_upload,200,"Number of samples in transaction : 5, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1585,2127260,1,1,null,518,2,0
1708110994053,32,10 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,396,1,1,https://dev-lt.uxcrowd.ru/api/account,31,0,0
1708110994085,70,10 - /api/logout,200,,Ultimate Thr_Gr_maxperf 1-1,,true,,647,648,1,1,https://dev-lt.uxcrowd.ru/api/logout,70,0,0
1708110994053,102,UC_01_TR_10_logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1832,1044,1,1,null,101,0,0
1708111011187,34,1 - /,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,788,1,1,https://dev-lt.uxcrowd.ru/,0,0,25
1708111011187,34,UC_04_TR_01_home,200,"Number of samples in transaction : 2, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,264,788,1,1,null,0,13,25
1708111011234,8,2 - /tmpl/tmpl_home/modal-login.html,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,815,1,1,https://dev-lt.uxcrowd.ru/tmpl/tmpl_home/modal-login.html,0,0,0
1708111011234,8,UC_01_TR_02_click_login,200,"Number of samples in transaction : 1, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,264,815,1,1,null,0,0,0
1708111011243,758,3 - /api/authentication,200,,Ultimate Thr_Gr_maxperf 1-1,,true,,905,902,1,1,https://dev-lt.uxcrowd.ru/api/authentication,758,0,0
1708111012002,63,3 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,898,1,1,https://dev-lt.uxcrowd.ru/api/account?password=ajbPwV,63,0,0
1708111012066,66,3 - /api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,892,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,66,0,0
1708111012133,1576,3 - /api/tester/new-tasks?isMobile=false,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,17071,906,1,1,https://dev-lt.uxcrowd.ru/api/tester/new-tasks?isMobile=false,1576,0,0
1708111013715,42,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,892,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,42,0,0
1708111011242,2505,UC_01_TR_03_reg_auth,200,"Number of samples in transaction : 5, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,20893,4490,1,1,null,2505,11,0
1708111013758,41,https://dev-lt.uxcrowd.ru/api/tester/get-test-status?orderId=${randomid},200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,654,956,1,1,https://dev-lt.uxcrowd.ru/api/tester/get-test-status?orderId=12092801&orderId=12092801,41,0,0
1708111013800,0,Debug Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,1114,0,1,1,null,0,0,0
1708111013800,28,5 - /api/v2/plugin/getLastVersion?pluginType=WEB&environmentType=PROD,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,512,912,1,1,https://dev-lt.uxcrowd.ru/api/v2/plugin/getLastVersion?environmentType=PROD&pluginType=WEB,28,0,0
1708111013829,11,5 - /app-tester-home/new-tasks,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,1136,1,1,https://dev-lt.uxcrowd.ru/app-tester-home/new-tasks,0,0,0
1708111013840,26,5 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,907,1,1,https://dev-lt.uxcrowd.ru/api/account,26,0,0
1708111013867,32,5 - /api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,917,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,32,0,0
1708111013900,1546,5 - /api/tester/new-tasks?isMobile=false,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,17071,931,1,1,https://dev-lt.uxcrowd.ru/api/tester/new-tasks?isMobile=false,1545,0,0
1708111015446,33,5 - /api/stats/create,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1359,1,1,https://dev-lt.uxcrowd.ru/api/stats/create,33,0,0
1708111015480,69,5 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1005,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,69,0,0
1708111015550,83,5 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,808,1,1,https://dev-lt.uxcrowd.ru/api/account,83,0,0
1708111015634,37,5 - /api/tester/order-info?id=10579401,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,991,873,1,1,https://dev-lt.uxcrowd.ru/api/tester/order-info?id=12092801,37,0,0
1708111013758,1906,UC_01_TR_05_click_pass_test_rand,200,"Number of samples in transaction : 11, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,24850,9804,1,1,null,1894,9,0
1708111015672,104,6 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1005,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,104,0,0
1708111015776,86,6 - /api/tester/create-task?orderId=10579401,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,522,1185,1,1,https://dev-lt.uxcrowd.ru/api/tester/create-task?orderId=12092801,86,0,0
1708111015862,45,6 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1036,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,45,0,0
1708111015672,235,UC_01_TR_06_press_share_screen,200,"Number of samples in transaction : 3, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1530,3226,1,1,null,235,0,0
1708111015907,53,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1038,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,53,0,0
1708111015961,99,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1008,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,99,0,0
1708111016060,108,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1003,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,108,0,0
1708111015907,260,UC_01_TR_07_press_start,200,"Number of samples in transaction : 3, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1512,3049,1,1,null,260,1,0
1708111016168,79,8 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1004,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,79,0,0
1708111016168,79,UC_01_TR_08_press_stop,200,"Number of samples in transaction : 1, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,504,1004,1,1,null,79,1,0
1708111016248,91,9 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1027,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,91,0,0
1708111016339,1,JSR223 Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,0,0,1,1,null,0,0,0
1708111016340,1,JSR223 Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,0,0,1,1,null,0,0,0
1708111016341,466,9 - /api/video-upload-app,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,577,2125622,1,1,https://dev-lt.uxcrowd.ru/api/video-upload-app,466,0,0
1708111016808,41,9 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1005,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,41,0,0
1708111016248,600,UC_01_TR_09_press_upload,200,"Number of samples in transaction : 5, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1585,2127654,1,1,null,598,2,0
1708111016850,28,10 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,404,1,1,https://dev-lt.uxcrowd.ru/api/account,28,0,0
1708111016878,66,10 - /api/logout,200,,Ultimate Thr_Gr_maxperf 1-1,,true,,647,664,1,1,https://dev-lt.uxcrowd.ru/api/logout,66,0,0
1708111016850,94,UC_01_TR_10_logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1832,1068,1,1,null,94,0,0
1708111033864,29,1 - /,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,788,1,1,https://dev-lt.uxcrowd.ru/,0,0,21
1708111033863,29,UC_04_TR_01_home,200,"Number of samples in transaction : 2, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,264,788,1,1,null,0,13,21
1708111033905,8,2 - /tmpl/tmpl_home/modal-login.html,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,815,1,1,https://dev-lt.uxcrowd.ru/tmpl/tmpl_home/modal-login.html,0,0,0
1708111033905,8,UC_01_TR_02_click_login,200,"Number of samples in transaction : 1, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,264,815,1,1,null,0,0,0
1708111033913,785,3 - /api/authentication,200,,Ultimate Thr_Gr_maxperf 1-1,,true,,903,902,1,1,https://dev-lt.uxcrowd.ru/api/authentication,785,0,0
1708111034698,48,3 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,896,1,1,https://dev-lt.uxcrowd.ru/api/account?password=ajbPwV,48,0,0
1708111034746,41,3 - /api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,890,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,41,0,0
1708111034787,1542,3 - /api/tester/new-tasks?isMobile=false,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,17068,904,1,1,https://dev-lt.uxcrowd.ru/api/tester/new-tasks?isMobile=false,1541,0,0
1708111036335,20,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,890,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,20,0,0
1708111033913,2436,UC_01_TR_03_reg_auth,200,"Number of samples in transaction : 5, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,20888,4482,1,1,null,2435,7,0
1708111036356,21,https://dev-lt.uxcrowd.ru/api/tester/get-test-status?orderId=${randomid},200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,654,954,1,1,https://dev-lt.uxcrowd.ru/api/tester/get-test-status?orderId=11772551&orderId=11772551,21,0,0
1708111036378,0,Debug Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,1110,0,1,1,null,0,0,0
1708111036378,18,5 - /api/v2/plugin/getLastVersion?pluginType=WEB&environmentType=PROD,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,512,910,1,1,https://dev-lt.uxcrowd.ru/api/v2/plugin/getLastVersion?environmentType=PROD&pluginType=WEB,18,0,0
1708111036397,8,5 - /app-tester-home/new-tasks,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,1134,1,1,https://dev-lt.uxcrowd.ru/app-tester-home/new-tasks,0,0,0
1708111036405,18,5 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,905,1,1,https://dev-lt.uxcrowd.ru/api/account,18,0,0
1708111036424,17,5 - /api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,915,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,17,0,0
1708111036441,1569,5 - /api/tester/new-tasks?isMobile=false,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,17068,929,1,1,https://dev-lt.uxcrowd.ru/api/tester/new-tasks?isMobile=false,1569,0,0
1708111038011,48,5 - /api/stats/create,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1355,1,1,https://dev-lt.uxcrowd.ru/api/stats/create,48,0,0
1708111038059,52,5 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1003,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,52,0,0
1708111038112,33,5 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,806,1,1,https://dev-lt.uxcrowd.ru/api/account,33,0,0
1708111038145,33,5 - /api/tester/order-info?id=10579401,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1361,871,1,1,https://dev-lt.uxcrowd.ru/api/tester/order-info?id=11772551,33,0,0
1708111036355,1817,UC_01_TR_05_click_pass_test_rand,200,"Number of samples in transaction : 11, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,25213,9782,1,1,null,1809,7,0
1708111038179,49,6 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1003,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,49,0,0
1708111038228,111,6 - /api/tester/create-task?orderId=10579401,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,522,1183,1,1,https://dev-lt.uxcrowd.ru/api/tester/create-task?orderId=11772551,111,0,0
1708111038339,56,6 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1034,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,56,0,0
1708111038179,216,UC_01_TR_06_press_share_screen,200,"Number of samples in transaction : 3, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1530,3220,1,1,null,216,0,0
1708111038396,34,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1036,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,34,0,0
1708111038430,43,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1006,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,43,0,0
1708111038473,75,7 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1001,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,75,0,0
1708111038395,152,UC_01_TR_07_press_start,200,"Number of samples in transaction : 3, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1512,3043,1,1,null,152,1,0
1708111038549,48,8 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1002,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,48,0,0
1708111038548,48,UC_01_TR_08_press_stop,200,"Number of samples in transaction : 1, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,504,1002,1,1,null,48,1,0
1708111038597,142,9 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1025,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,142,0,0
1708111038739,0,JSR223 Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,0,0,1,1,null,0,0,0
1708111038739,2,JSR223 Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,0,0,1,1,null,0,0,0
1708111038741,801,9 - /api/video-upload-app,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,577,2125948,1,1,https://dev-lt.uxcrowd.ru/api/video-upload-app,801,0,0
1708111039542,91,9 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1003,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,91,0,0
1708111038597,1036,UC_01_TR_09_press_upload,200,"Number of samples in transaction : 5, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1585,2127976,1,1,null,1034,0,0
1708111039634,33,10 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,402,1,1,https://dev-lt.uxcrowd.ru/api/account,33,0,0
1708111039667,64,10 - /api/logout,200,,Ultimate Thr_Gr_maxperf 1-1,,true,,647,660,1,1,https://dev-lt.uxcrowd.ru/api/logout,64,0,0
1708111039633,97,UC_01_TR_10_logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,1832,1062,1,1,null,97,1,0
1708111056538,28,1 - /,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,788,1,1,https://dev-lt.uxcrowd.ru/,0,0,20
1708111056538,28,UC_04_TR_01_home,200,"Number of samples in transaction : 2, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,264,788,1,1,null,0,11,20
1708111056577,8,2 - /tmpl/tmpl_home/modal-login.html,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,815,1,1,https://dev-lt.uxcrowd.ru/tmpl/tmpl_home/modal-login.html,0,0,0
1708111056577,8,UC_01_TR_02_click_login,200,"Number of samples in transaction : 1, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,264,815,1,1,null,0,0,0
1708111056585,754,3 - /api/authentication,200,,Ultimate Thr_Gr_maxperf 1-1,,true,,900,902,1,1,https://dev-lt.uxcrowd.ru/api/authentication,754,0,0
1708111057340,28,3 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,893,1,1,https://dev-lt.uxcrowd.ru/api/account?password=ajbPwV,28,0,0
1708111057369,38,3 - /api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,887,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,38,0,0
1708111057408,1523,3 - /api/tester/new-tasks?isMobile=false,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,17077,901,1,1,https://dev-lt.uxcrowd.ru/api/tester/new-tasks?isMobile=false,1522,0,0
1708111058938,18,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,887,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,18,0,0
1708111056585,2361,UC_01_TR_03_reg_auth,200,"Number of samples in transaction : 5, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,20894,4470,1,1,null,2360,11,0
1708111058957,22,https://dev-lt.uxcrowd.ru/api/tester/get-test-status?orderId=${randomid},200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,654,951,1,1,https://dev-lt.uxcrowd.ru/api/tester/get-test-status?orderId=11544801&orderId=11544801,22,0,0
1708111058979,0,Debug Sampler,200,OK,Ultimate Thr_Gr_maxperf 1-1,text,true,,1113,0,1,1,null,0,0,0
1708111058979,18,5 - /api/v2/plugin/getLastVersion?pluginType=WEB&environmentType=PROD,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,512,907,1,1,https://dev-lt.uxcrowd.ru/api/v2/plugin/getLastVersion?environmentType=PROD&pluginType=WEB,18,0,0
1708111058998,8,5 - /app-tester-home/new-tasks,304,Not Modified,Ultimate Thr_Gr_maxperf 1-1,,true,,264,1131,1,1,https://dev-lt.uxcrowd.ru/app-tester-home/new-tasks,0,0,0
1708111059006,23,5 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,902,1,1,https://dev-lt.uxcrowd.ru/api/account,23,0,0
1708111059030,27,5 - /api/v2/tester/profile,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,866,912,1,1,https://dev-lt.uxcrowd.ru/api/v2/tester/profile,27,0,0
1708111059058,1541,5 - /api/tester/new-tasks?isMobile=false,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,17071,926,1,1,https://dev-lt.uxcrowd.ru/api/tester/new-tasks?isMobile=false,1540,0,0
1708111060599,42,5 - /api/stats/create,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1349,1,1,https://dev-lt.uxcrowd.ru/api/stats/create,42,0,0
1708111060641,26,5 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1000,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,26,0,0
1708111060667,22,5 - /api/account,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1185,803,1,1,https://dev-lt.uxcrowd.ru/api/account,22,0,0
1708111060689,28,5 - /api/tester/order-info?id=10579401,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,1257,868,1,1,https://dev-lt.uxcrowd.ru/api/tester/order-info?id=11544801,28,0,0
1708111058957,1757,UC_01_TR_05_click_pass_test_rand,200,"Number of samples in transaction : 11, number of failing samples : 0",Ultimate Thr_Gr_maxperf 1-1,,true,,25115,9749,1,1,null,1748,3,0
1708111060717,27,6 - /api/stats/update,200,,Ultimate Thr_Gr_maxperf 1-1,text,true,,504,1000,1,1,https://dev-lt.uxcrowd.ru/api/stats/update,27,0,0
